name;type;id;formulation;N;K;T_max;C;network_type;m_solution;solve_time;status;time_limit;objective;best_bound;best_int;mip_gap;Wp;gap;n_vars;n_cons;n_nodes;n_added_cuts;n_solutions;routes;timestamp;Z_TS;m;W_TS;CPU_sec;Z_CP;opt_gap;ts_vs_cp_gap;ts_vs_gh_gap
large_R100_K6T250;large;54,0;mtz;100,0;6,0;250,0;12,0;R;100,0;498,1380000114441;2,0;60,0;1,0;1,0;1,0;0,0;1462,3826332715028;0,0;61913,0;61332,0;1,0;0,0;10,0;Route of vehicle 1: ([0, 77, 68, 3, 79, 34, 29, 65, 35, 9, 30, 70, 11, 19, 7, 97, 37, 44, 93, 0], 249.87260741645457) // Route of vehicle 2: ([0, 46, 76, 80, 54, 26, 4, 75, 41, 99, 15, 57, 87, 92, 85, 96, 0], 247.68214405266005) // Route of vehicle 3: ([0, 13, 6, 94, 2, 63, 90, 64, 49, 36, 8, 31, 88, 10, 32, 62, 53, 0], 248.36203621422075) // Route of vehicle 4: ([0, 83, 84, 45, 17, 86, 73, 56, 23, 39, 55, 24, 33, 78, 51, 1, 50, 12, 0], 234.22777398041055) // Route of vehicle 5: ([0, 43, 22, 67, 25, 74, 28, 71, 81, 66, 20, 69, 27, 0], 249.59495907065704) // Route of vehicle 6: ([0, 82, 47, 48, 18, 52, 89, 95, 60, 5, 61, 100, 59, 98, 91, 14, 38, 16, 42, 21, 72, 40, 58, 0], 232.6431125370993);2023-08-07_11-45-35;1,0;100,0;781,0;3602,0;0,91;9,5;9,5;0,0
large_R100_K6T250;large;54,0;mtz_opt;100,0;6,0;250,0;12,0;R;88,0;3600,366000175476;9,0;60,0;0,8400000000000004;1,0;1,0;0,1904761904761898;1469,9509522095912;0,1904761904761898;10403,0;10414,0;229712,0;0,0;10,0;Route of vehicle 1: ([0, 4, 29, 34, 56, 14, 42, 92, 97, 98, 84, 83, 86, 16, 0], 249.54829611055408) // Route of vehicle 2: ([0, 6, 91, 99, 45, 36, 47, 19, 44, 94, 13, 1, 28, 76, 33, 0], 244.58092272690354) // Route of vehicle 3: ([0, 12, 68, 79, 50, 30, 70, 35, 24, 74, 25, 39, 67, 21, 2, 58, 0], 242.49035931561687) // Route of vehicle 4: ([0, 52, 18, 88, 11, 63, 32, 90, 10, 71, 78, 55, 73, 87, 59, 85, 60, 8, 0], 248.2436799169899) // Route of vehicle 5: ([0, 53, 82, 7, 100, 61, 17, 37, 57, 15, 75, 22, 41, 54, 51, 0], 238.93006616901852) // Route of vehicle 6: ([0, 96, 93, 5, 48, 62, 66, 9, 69, 81, 20, 3, 77, 26, 27, 31, 0], 246.1576279705084);2023-08-07_12-45-36;1,0;100,0;781,0;3602,0;0,91;9,5;9,5;0,0
large_RC75_K5T6;large;48,0;mtz;75,0;5,0;6,0;12,0;RC;70,0;3601,0199999809265;9,0;60,0;0,9090909144319168;0,9999999999999998;0,9999999999999998;0,0999999935373803;29,5576888929584;0,0999999935373803;29336,0;28979,0;33821,0;0,0;10,0;Route of vehicle 1: ([0, 64, 24, 22, 20, 49, 19, 48, 21, 52, 74, 9, 11, 15, 16, 12, 60, 0], 5.927641485216367) // Route of vehicle 2: ([0, 56, 67, 62, 63, 51, 50, 34, 28, 26, 27, 71, 0], 5.985860123961323) // Route of vehicle 3: ([0, 42, 44, 43, 1, 3, 5, 8, 46, 45, 4, 7, 73, 47, 17, 14, 53, 69, 0], 5.785742943262898) // Route of vehicle 4: ([0, 65, 57, 25, 23, 18, 33, 32, 30, 31, 29, 66, 0], 5.9229868062251345) // Route of vehicle 5: ([0, 68, 55, 70, 2, 6, 54, 72, 36, 35, 37, 39, 40, 38, 41, 61, 0], 5.935457534292682);2023-08-07_15-10-03;1,0;75,0;24,6;1287,0;0,879;13,8;13,8;23,5
large_RC75_K5T6;large;48,0;mtz_opt;75,0;5,0;6,0;12,0;RC;71,0;3600,172000169754;9,0;60,0;0,9285714285714286;1,0;1,0;0,0769230769230768;29,38401882212912;0,0769230769230768;5928,0;5939,0;237142,0;0,0;10,0;Route of vehicle 1: ([0, 52, 57, 51, 22, 21, 25, 18, 23, 48, 24, 20, 49, 19, 65, 66, 0], 5.923344521311456) // Route of vehicle 2: ([0, 61, 44, 43, 40, 37, 35, 38, 39, 71, 67, 72, 41, 42, 54, 0], 5.954544053693627) // Route of vehicle 3: ([0, 64, 56, 50, 32, 31, 29, 30, 34, 27, 26, 28, 33, 63, 62, 0], 5.839524444190857) // Route of vehicle 4: ([0, 69, 55, 68, 60, 73, 14, 12, 10, 59, 74, 9, 0], 5.6844267197773695) // Route of vehicle 5: ([0, 70, 1, 3, 5, 45, 6, 7, 8, 2, 4, 46, 11, 15, 17, 16, 47, 53, 0], 5.982179083155813);2023-08-07_16-10-04;1,0;75,0;24,6;1287,0;0,879;13,8;13,8;23,5
large_RC75_K5T6;large;48,0;scf;75,0;5,0;6,0;12,0;RC;75,0;103,36099982261658;2,0;60,0;1,0;1,0;1,0;0,0;28,110965696284413;0,0;11628,0;6240,0;39,0;0,0;10,0;Route of vehicle 1: ([0, 51, 63, 62, 34, 30, 27, 31, 29, 26, 28, 33, 32, 50, 67, 0], 5.925753670178365) // Route of vehicle 2: ([0, 55, 70, 3, 2, 1, 5, 4, 46, 6, 8, 45, 7, 73, 60, 0], 5.402909988256366) // Route of vehicle 3: ([0, 65, 52, 25, 22, 18, 23, 21, 20, 49, 19, 48, 24, 56, 64, 66, 0], 5.4887625213358495) // Route of vehicle 4: ([0, 69, 57, 74, 58, 75, 59, 9, 13, 15, 47, 17, 16, 10, 11, 14, 12, 53, 0], 5.908412279417827) // Route of vehicle 5: ([0, 72, 43, 36, 35, 37, 39, 40, 44, 38, 42, 41, 71, 54, 61, 68, 0], 5.385127237096);2023-08-07_16-11-48;1,0;75,0;24,6;1287,0;0,879;13,8;13,8;23,5
large_R100_K3T150;large;49,0;mtz;100,0;3,0;150,0;12,0;R;71,0;30727,361000061035;9,0;60,0;0,6896551725827589;0,8111661734891803;0,8111661734891803;0,1761909512711442;445,5235434757236;0,1761909512711442;31007,0;30723,0;27439,0;0,0;10,0;Route of vehicle 1: ([0, 52, 7, 88, 31, 10, 70, 30, 20, 66, 71, 9, 51, 81, 33, 79, 3, 77, 76, 50, 1, 69, 27, 0], 148.3977956007693) // Route of vehicle 2: ([0, 53, 40, 21, 73, 72, 74, 22, 75, 56, 39, 25, 55, 4, 54, 24, 68, 80, 12, 26, 58, 13, 94, 6, 89, 0], 149.85934459625764) // Route of vehicle 3: ([0, 18, 8, 83, 60, 5, 93, 85, 98, 37, 100, 91, 61, 16, 44, 14, 42, 57, 2, 87, 97, 95, 92, 59, 99, 96, 0], 147.26640327869643);2023-08-08_00-50-36;0,706;72,0;440,1;1392,0;0,47;70,5;49,9;60,5
large_R100_K3T150;large;49,0;mtz_opt;100,0;3,0;150,0;12,0;R;19,0;467403,8600001335;9,0;60,0;0,1666666666666666;1,0;1,0;5,000000000000001;370,857749284784;5,000000000000001;10403,0;10414,0;1,0;0,0;3,0;Route of vehicle 1: ([0, 52, 7, 9, 31, 6, 12, 0], 146.21058023329275) // Route of vehicle 2: ([0, 53, 40, 73, 74, 41, 24, 50, 69, 0], 111.84202488079292) // Route of vehicle 3: ([0, 92, 37, 100, 83, 43, 0], 112.8051441706983);2023-08-13_10-40-41;0,706;72,0;440,1;1392,0;0,47;70,5;49,9;60,5
large_R25_K2T75;large;55,0;mtz;25,0;2,0;75,0;12,0;R;8,0;26,189000129699707;2,0;60,0;0,25;0,25;0,25;0,0;149,05552459215346;0,0;1430,0;1395,0;31157,0;0,0;7,0;Route of vehicle 1: ([0, 21, 22, 15, 2, 0], 74.83914467816184) // Route of vehicle 2: ([0, 12, 3, 9, 1, 0], 74.21637991399162);2023-08-13_10-55-22;0,25;8,0;149,1;36,0;0,25;0,0;0,0;
large_R25_K2T75;large;55,0;mtz_opt;25,0;2,0;75,0;12,0;R;8,0;1905,2560000419617;2,0;60,0;0,25;0,25;0,25;0,0;149,05552459215346;0,0;728,0;739,0;3833288,0;0,0;6,0;Route of vehicle 1: ([0, 12, 3, 9, 1, 0], 74.21637991399162) // Route of vehicle 2: ([0, 21, 22, 15, 2, 0], 74.83914467816184);2023-08-13_11-27-08;0,25;8,0;149,1;36,0;0,25;0,0;0,0;
large_R25_K2T100;large;56,0;mtz;25,0;2,0;100,0;12,0;R;10,0;906,654000043869;2,0;60,0;0,3333333333333333;0,3333333333333333;0,3333333333333335;0,0;191,26796398026733;0,0;1430,0;1395,0;824489,0;0,0;8,0;Route of vehicle 1: ([0, 13, 16, 14, 15, 21, 0], 98.02855601684448) // Route of vehicle 2: ([0, 1, 20, 7, 18, 6, 0], 93.23940796342285);2023-08-13_11-42-15;0,333;10,0;164,8;54,0;0,33;0,0;0,0;99,4
large_R25_K2T100;large;56,0;mtz_opt;25,0;2,0;100,0;12,0;R;9,0;3600,1770000457764;9,0;60,0;0,333333333333334;1,0;1,0;1,9999999999999944;179,8009522519074;1,9999999999999944;728,0;739,0;917087,0;0,0;7,0;Route of vehicle 1: ([0, 1, 9, 3, 24, 0], 92.17817565022362) // Route of vehicle 2: ([0, 2, 15, 22, 21, 12, 0], 87.6227766016838);2023-08-13_12-42-15;0,333;10,0;164,8;54,0;0,33;0,0;0,0;99,4
large_R25_K2T125;large;57,0;mtz;25,0;2,0;125,0;12,0;R;18,0;70,3899998664856;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666667;0,0;243,67782441691108;0,0;1430,0;1395,0;74486,0;0,0;10,0;Route of vehicle 1: ([0, 18, 7, 19, 11, 10, 20, 9, 3, 12, 0], 123.41520396354505) // Route of vehicle 2: ([0, 21, 22, 15, 14, 16, 17, 5, 6, 13, 0], 120.26262045336605);2023-08-13_12-44-06;0,667;18,0;243,7;68,0;0,67;0,0;0,0;133,2
large_R25_K2T125;large;57,0;mtz_opt;25,0;2,0;125,0;12,0;R;14,0;3600,0460000038147;9,0;60,0;0,5000000000000002;1,0;1,0;0,9999999999999992;245,6955396673594;0,9999999999999992;728,0;739,0;2577904,0;0,0;10,0;Route of vehicle 1: ([0, 2, 14, 15, 22, 21, 4, 12, 0], 121.62378500294278) // Route of vehicle 2: ([0, 3, 9, 1, 10, 7, 18, 13, 0], 124.07175466441664);2023-08-13_13-44-06;0,667;18,0;243,7;68,0;0,67;0,0;0,0;133,2
large_R25_K3T75;large;58,0;mtz;25,0;3,0;75,0;12,0;R;11,0;3916,992000102997;9,0;60,0;0,3333333333333333;0,5;0,5;0,5000000000000001;220,71807519720588;0,5000000000000001;2132,0;2073,0;127016,0;0,0;7,0;Route of vehicle 1: ([0, 10, 20, 0], 72.92926247048962) // Route of vehicle 2: ([0, 12, 21, 22, 2, 13, 0], 73.63226493613115) // Route of vehicle 3: ([0, 6, 17, 16, 5, 0], 74.15654779058515);2023-08-13_14-49-24;0,333;10,0;193,7;61,0;0,33;0,0;0,0;99,4
large_R50_K4T100;large;64,0;mtz_opt;50,0;4,0;100,0;12,0;R;35,0;3606,442000150681;9,0;60,0;0,666666666666667;1,0;1,0;0,4999999999999993;499,3245223103378;0,4999999999999993;2703,0;2714,0;204181,0;0,0;10,0;Route of vehicle 1: ([0, 4, 25, 24, 29, 33, 50, 12, 26, 28, 0], 113.57458399244439) // Route of vehicle 2: ([0, 42, 43, 15, 41, 22, 21, 2, 40, 13, 6, 27, 0], 124.32624941966115) // Route of vehicle 3: ([0, 44, 14, 37, 5, 8, 48, 19, 18, 0], 127.996320400549) // Route of vehicle 4: ([0, 47, 7, 31, 30, 11, 10, 1, 0], 133.42736849768323);2023-08-13_11-55-13;0,667;35,0;384,6;265,0;0,5;67,6;33,4;73,2
large_R50_K4T100;large;64,0;scf;50,0;4,0;100,0;12,0;R;36,0;3600,344999790192;9,0;60,0;0,666666666666667;0,7324645499425811;0,7324645499425811;0,0986968249138712;388,24532073335433;0,0986968249138712;5253,0;2915,0;324136,0;0,0;7,0;Route of vehicle 1: ([0, 18, 7, 48, 47, 46, 8, 45, 5, 6, 0], 98.55366226333597) // Route of vehicle 2: ([0, 26, 21, 22, 41, 23, 39, 4, 12, 28, 0], 97.96772149015491) // Route of vehicle 3: ([0, 27, 31, 10, 32, 20, 9, 33, 50, 1, 0], 95.57023049093358) // Route of vehicle 4: ([0, 40, 2, 15, 42, 14, 44, 16, 37, 13, 0], 96.15370648892983);2023-08-13_13-57-55;0,667;35,0;384,6;265,0;0,5;67,6;33,4;73,2
large_R50_K3T150;large;63,0;scf;50,0;3,0;150,0;12,0;R;44,0;3704,7409999370575;9,0;60,0;0,8333333333333334;0,8882273498212122;0,8882273498212122;0,0658728197854546;433,9311117303118;0,0658728197854546;5253,0;2915,0;127247,0;0,0;8,0;Route of vehicle 1: ([0, 13, 37, 44, 14, 42, 43, 15, 41, 22, 23, 39, 25, 4, 21, 40, 0], 148.2654470692714) // Route of vehicle 2: ([0, 18, 7, 48, 19, 11, 49, 36, 47, 46, 8, 45, 17, 5, 6, 0], 143.96167578271363) // Route of vehicle 3: ([0, 28, 26, 12, 24, 29, 3, 33, 9, 20, 30, 32, 10, 31, 1, 27, 0], 141.70398887832673);2023-08-13_15-02-51;0,833;43,0;438,5;423,0;0,67;44,1;24,9;66,6
large_R25_K3T75;large;58,0;mtz_opt;25,0;3,0;75,0;12,0;R;10,0;3600,0110001564026;9,0;60,0;0,3333333685300208;1,0;1,0;1,999999683229846;221,74257660247835;1,999999683229846;728,0;739,0;3438887,0;0,0;7,0;Route of vehicle 1: ([0, 1, 20, 9, 0], 74.91992978886165) // Route of vehicle 2: ([0, 16, 6, 18, 0], 74.1742440398873) // Route of vehicle 3: ([0, 21, 2, 15, 13, 0], 72.64840277372944);2023-08-13_15-49-24;0,333;10,0;193,7;61,0;0,33;0,0;0,0;99,4
large_R25_K2T3;large;8,0;cutset;25,0;2,0;3,0;12,0;R;10,0;102,40199995040894;2,0;60,0;0,3333333333333333;0,3333333333333333;0,3333333333333333;0,0;5,492984062875938;0,0;1405,0;195,0;20320,0;1144,0;5,0;Route of vehicle 1: ([0, 1, 20, 9, 3, 0], 2.6754996125565103) // Route of vehicle 2: ([0, 21, 22, 15, 2, 13, 6, 0], 2.817484450319429);2023-08-14_00-17-55;0,333;10,0;5,3;53,0;0,333;0,0;0,0;132,9
large_R25_K3T100;large;59,0;mtz;25,0;3,0;100,0;12,0;R;18,0;3600,183000087738;9,0;60,0;0,6666666666666772;0,9066845446609902;0,9066845446609902;0,3600268169914639;291,42207640548247;0,3600268169914639;2132,0;2073,0;2046998,0;0,0;8,0;Route of vehicle 1: ([0, 18, 7, 10, 20, 9, 1, 0], 99.98129213940636) // Route of vehicle 2: ([0, 12, 24, 25, 4, 22, 21, 0], 97.1698920010509) // Route of vehicle 3: ([0, 13, 6, 16, 14, 15, 2, 0], 94.27089226502521);2023-08-13_16-49-28;0,667;17,0;275,5;80,0;0,67;6,8;0,0;133,2
large_R25_K3T100;large;59,0;mtz_opt;25,0;3,0;100,0;12,0;R;18,0;3600,0520000457764;9,0;60,0;0,6666667142619523;1,0;1,0;0,4999998929106148;283,1456695006715;0,4999998929106148;728,0;739,0;3180063,0;0,0;10,0;Route of vehicle 1: ([0, 1, 9, 20, 10, 7, 18, 0], 99.98129213940636) // Route of vehicle 2: ([0, 12, 3, 24, 25, 4, 21, 0], 93.35023188854984) // Route of vehicle 3: ([0, 13, 2, 15, 14, 16, 6, 0], 89.8141454727153);2023-08-13_18-02-51;0,667;17,0;275,5;80,0;0,67;6,8;0,0;133,2
large_R25_K3T125;large;60,0;mtz;25,0;3,0;125,0;12,0;R;25,0;79,65599989891052;2,0;60,0;1,0;1,0;1,0;0,0;369,1162769334172;0,0;2132,0;2073,0;31052,0;0,0;10,0;Route of vehicle 1: ([0, 18, 8, 5, 17, 16, 14, 15, 2, 13, 0], 121.9664721823319) // Route of vehicle 2: ([0, 1, 3, 9, 20, 10, 11, 19, 7, 0], 122.42844520108949) // Route of vehicle 3: ([0, 6, 21, 22, 23, 4, 25, 24, 12, 0], 124.7213595499958);2023-08-13_18-04-11;1,0;25,0;355,6;109,0;1,0;0,0;0,0;79,9
large_R25_K3T125;large;60,0;mtz_opt;25,0;3,0;125,0;12,0;R;22,0;3600,0599999427795;9,0;60,0;0,8333333333333334;1,0;1,0;0,1999999999999999;371,8868296650732;0,1999999999999999;728,0;739,0;1571642,0;0,0;10,0;Route of vehicle 1: ([0, 2, 21, 4, 25, 23, 22, 15, 0], 123.87360372606244) // Route of vehicle 2: ([0, 6, 13, 14, 16, 17, 5, 8, 7, 18, 0], 123.77162310371847) // Route of vehicle 3: ([0, 12, 9, 20, 11, 19, 10, 0], 124.24160283529227);2023-08-13_19-04-11;1,0;25,0;355,6;109,0;1,0;0,0;0,0;79,9
large_R50_K3T100;large;61,0;mtz;50,0;3,0;100,0;12,0;R;26,0;3600,4769999980927;9,0;60,0;0,4761904764857144;0,6805442351647565;0,6805442351647565;0,4291428929599197;286,8543219417041;0,4291428929599197;8007,0;7873,0;312664,0;0,0;10,0;Route of vehicle 1: ([0, 28, 12, 24, 29, 3, 33, 9, 50, 1, 0], 99.44876076505442) // Route of vehicle 2: ([0, 13, 42, 15, 43, 14, 44, 16, 37, 6, 0], 96.72825766487185) // Route of vehicle 3: ([0, 5, 17, 45, 8, 48, 7, 31, 27, 0], 90.67730351177782);2023-08-13_20-04-13;0,5;27,0;290,7;174,0;0,38;70,3;31,2;100,0
large_R50_K3T100;large;61,0;mtz_opt;50,0;3,0;100,0;12,0;R;18,0;3600,2890000343323;9,0;60,0;0,3333333333333333;1,0;1,0;2,0000000000000004;290,90958443335313;2,0000000000000004;2703,0;2714,0;487640,0;0,0;10,0;Route of vehicle 1: ([0, 6, 5, 17, 38, 44, 37, 0], 99.02685097587931) // Route of vehicle 2: ([0, 28, 1, 50, 30, 32, 33, 0], 99.22723745445373) // Route of vehicle 3: ([0, 40, 21, 22, 23, 4, 2, 0], 92.65549600302006);2023-08-13_21-04-14;0,5;27,0;290,7;174,0;0,38;70,3;31,2;100,0
large_R50_K3T100;large;61,0;scf;50,0;3,0;100,0;12,0;R;27,0;3600,2309999465942;9,0;60,0;0,5;0,551273920758138;0,551273920758138;0,1025478415162759;294,4717266317399;0,1025478415162759;5253,0;2915,0;687842,0;0,0;9,0;Route of vehicle 1: ([0, 13, 37, 14, 44, 16, 17, 45, 8, 18, 0], 97.17805312527025) // Route of vehicle 2: ([0, 27, 7, 48, 19, 11, 10, 31, 1, 50, 28, 0], 99.61906390477343) // Route of vehicle 3: ([0, 40, 21, 4, 25, 39, 23, 22, 2, 0], 97.6746096016963);2023-08-13_23-30-58;0,5;27,0;290,7;174,0;0,38;70,3;31,2;100,0
large_R50_K3T125;large;62,0;mtz;50,0;3,0;125,0;12,0;R;35,0;3600,6189999580383;9,0;60,0;0,6666667022342124;0,8425404126319871;0,8425404126319871;0,2638105515220212;362,8353430362428;0,2638105515220212;8007,0;7873,0;305180,0;0,0;10,0;Route of vehicle 1: ([0, 18, 7, 48, 47, 19, 11, 10, 32, 30, 31, 1, 27, 0], 124.69810307128706) // Route of vehicle 2: ([0, 40, 2, 22, 23, 39, 25, 4, 21, 26, 12, 28, 0], 114.65269051138254) // Route of vehicle 3: ([0, 6, 5, 8, 45, 17, 16, 44, 14, 43, 42, 37, 13, 0], 123.48454945357314);2023-08-14_00-31-02;0,667;34,0;351,7;270,0;0,5;62,4;33,4;71,5
large_R50_K3T125;large;62,0;scf;50,0;3,0;125,0;12,0;R;36,0;3600,1420001983643;9,0;60,0;0,6666666668333335;0,7299418890523195;0,7299418890523195;0,0949128333047507;362,12126552149806;0,0949128333047507;5253,0;2915,0;471479,0;0,0;8,0;Route of vehicle 1: ([0, 6, 37, 16, 44, 14, 42, 43, 15, 41, 22, 2, 13, 0], 118.8843784225043) // Route of vehicle 2: ([0, 27, 18, 45, 8, 7, 48, 47, 19, 11, 10, 31, 0], 118.27522199614538) // Route of vehicle 3: ([0, 28, 12, 26, 40, 21, 4, 25, 24, 29, 3, 33, 50, 1, 0], 124.96166510284844);2023-08-14_01-31-02;0,667;34,0;351,7;270,0;0,5;62,4;33,4;71,5
large_R50_K3T150;large;63,0;mtz;50,0;3,0;150,0;12,0;R;42,0;3600,2799999713898;9,0;60,0;0,8076923327523661;0,9818964721626744;0,9818964721626744;0,2156813087684942;446,2643536621509;0,2156813087684942;8007,0;7873,0;245195,0;0,0;10,0;Route of vehicle 1: ([0, 1, 50, 33, 20, 30, 10, 11, 19, 47, 48, 8, 45, 17, 0], 148.78457384513393) // Route of vehicle 2: ([0, 13, 2, 40, 21, 22, 41, 23, 39, 4, 24, 29, 3, 12, 26, 28, 0], 149.77514142535236) // Route of vehicle 3: ([0, 6, 37, 42, 15, 43, 14, 38, 44, 16, 5, 18, 7, 31, 27, 0], 147.70463839166462);2023-08-14_02-31-10;0,833;43,0;438,5;423,0;0,67;44,1;24,9;66,6
large_R50_K3T150;large;63,0;mtz_opt;50,0;3,0;150,0;12,0;R;26,0;3600,4820001125336;9,0;60,0;0,5000000249927499;1,0;1,0;0,9999999000290056;444,4624283775938;0,9999999000290056;2703,0;2714,0;454583,0;0,0;10,0;Route of vehicle 1: ([0, 2, 21, 22, 41, 4, 39, 25, 12, 3, 26, 40, 0], 148.608393170773) // Route of vehicle 2: ([0, 6, 5, 16, 47, 36, 48, 7, 31, 10, 1, 0], 146.5393685122111) // Route of vehicle 3: ([0, 30, 27, 50, 24, 23, 0], 149.31466669460966);2023-08-14_03-31-11;0,833;43,0;438,5;423,0;0,67;44,1;24,9;66,6
large_R25_K2T2;large;7,0;cutset;25,0;2,0;2,0;12,0;R;6,0;12,32099986076355;2,0;60,0;0,1666666666666666;0,1666666666666666;0,1666666666666666;0,0;3,8068805956947154;0,0;1405,0;195,0;5276,0;625,0;3,0;Route of vehicle 1: ([0, 2, 22, 21, 0], 1.941143733101788) // Route of vehicle 2: ([0, 1, 3, 12, 0], 1.8657368625929267);2023-08-14_09-37-40;0,167;6,0;3,8;37,0;0,167;0,0;0,0;
large_R25_K2T4;large;9,0;cutset;25,0;2,0;4,0;12,0;R;16,0;82,88100004196167;2,0;60,0;0,571428571428572;0,571428571428572;0,571428571428572;0,0;7,917433248343091;0,0;1405,0;195,0;30109,0;1479,0;7,0;Route of vehicle 1: ([0, 13, 5, 17, 16, 14, 15, 22, 21, 0], 3.966764698078083) // Route of vehicle 2: ([0, 12, 3, 1, 10, 11, 19, 8, 18, 0], 3.950668550265008);2023-08-14_09-39-41;0,571;16,0;7,9;60,0;0,571;0,0;0,0;241,9
large_R25_K3T2;large;10,0;cutset;25,0;3,0;2,0;12,0;R;8,0;39,81500005722046;2,0;60,0;0,1666666666666666;0,1666666666666666;0,1666666666666666;0,0;5,811375633909251;0,0;2107,0;273,0;14385,0;1186,0;3,0;Route of vehicle 1: ([0, 1, 3, 12, 0], 1.8657368625929267) // Route of vehicle 2: ([0, 22, 13, 0], 1.9773122452922631) // Route of vehicle 3: ([0, 6, 18, 8, 0], 1.9683265260240608);2023-08-14_09-40-21;0,167;7,0;4,6;49,0;0,167;0,0;0,0;50,5
large_R25_K3T3;large;11,0;cutset;25,0;3,0;3,0;12,0;R;15,0;532,2400000095367;2,0;60,0;0,5000000000000021;0,5000000000000021;0,5000000000000021;0,0;8,301068274019556;0,0;2107,0;273,0;200429,0;2157,0;6,0;Route of vehicle 1: ([0, 13, 15, 2, 22, 21, 0], 2.813821729351753) // Route of vehicle 2: ([0, 6, 5, 17, 16, 18, 0], 2.6844249283612562) // Route of vehicle 3: ([0, 1, 20, 9, 3, 12, 0], 2.802821616306545);2023-08-14_09-49-14;0,5;15,0;8,1;74,0;0,5;0,0;0,0;74,8
large_R25_K3T4;large;12,0;cutset;25,0;3,0;4,0;12,0;R;24,0;342,94599986076355;2,0;60,0;0,888888949743653;0,888888949743653;0,888888949743653;0,0;11,623968488994336;0,0;2107,0;273,0;67270,0;1979,0;5,0;Route of vehicle 1: ([0, 7, 19, 11, 10, 20, 9, 1, 0], 3.6890906412431113) // Route of vehicle 2: ([0, 13, 2, 15, 14, 16, 17, 8, 18, 6, 0], 3.9505254552162645) // Route of vehicle 3: ([0, 21, 22, 23, 4, 25, 24, 3, 12, 0], 3.98435239253496);2023-08-14_09-55-28;0,889;24,0;11,6;98,0;0,889;0,0;0,0;55,7
large_RC25_K2T2;large;31,0;cutset;25,0;2,0;2,0;12,0;RC;6,0;16,786999940872192;2,0;60,0;0,1538461538461538;0,1538461538461538;0,1538461538461538;0,0;3,611846046586964;0,0;1405,0;195,0;6468,0;720,0;4,0;Route of vehicle 1: ([0, 21, 18, 19, 20, 0], 1.9722157803788243) // Route of vehicle 2: ([0, 23, 25, 0], 1.6396302662081397);2023-08-14_09-56-33;0,154;6,0;3,6;35,0;0,154;0,0;0,0;38,7
large_RC25_K2T3;large;32,0;cutset;25,0;2,0;3,0;12,0;RC;13,0;44,70799994468689;2,0;60,0;0,4375;0,4375;0,4375;0,0;5,8652928165011895;0,0;1405,0;195,0;20770,0;1281,0;10,0;Route of vehicle 1: ([0, 23, 24, 16, 17, 19, 21, 0], 2.9186242021240285) // Route of vehicle 2: ([0, 25, 1, 3, 5, 4, 6, 2, 0], 2.946668614377162);2023-08-14_09-57-18;0,438;13,0;5,9;51,0;0,438;67,5;0,0;16,8
large_RC25_K2T4;large;33,0;cutset;25,0;2,0;4,0;12,0;RC;19,0;168,79800009727478;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;7,948180353338711;0,0;1405,0;195,0;31620,0;3011,0;7,0;Route of vehicle 1: ([0, 23, 10, 11, 9, 24, 16, 17, 19, 18, 0], 3.9615679404493314) // Route of vehicle 2: ([0, 21, 25, 1, 3, 5, 4, 8, 7, 6, 2, 0], 3.9866124128893796);2023-08-14_10-00-07;0,667;19,0;7,2;77,0;0,556;78,2;20,0;44,4
large_RC25_K3T2;large;34,0;cutset;25,0;3,0;2,0;12,0;RC;7,0;39,33200001716614;2,0;60,0;0,1666666666666666;0,1666666666666666;0,1666666666666666;0,0;4,792116264107652;0,0;2107,0;273,0;5410,0;1125,0;5,0;Route of vehicle 1: ([0, 24, 0], 1.3678856352455462) // Route of vehicle 2: ([0, 16, 20, 19, 21, 0], 1.7846003626539653) // Route of vehicle 3: ([0, 23, 25, 0], 1.6396302662081397);2023-08-14_11-02-45;0,167;7,0;4,8;48,0;0,167;181,5;0,0;8,4
large_RC25_K3T3;large;35,0;cutset;25,0;3,0;3,0;12,0;RC;19,0;3600,0759999752045;9,0;60,0;0,6666666666666666;0,7639789523625911;0,7639789523625911;0,1459684285438866;8,211096405901749;0,1459684285438866;2107,0;273,0;137746,0;2104,0;7,0;Route of vehicle 1: ([0, 21, 19, 18, 17, 16, 20, 0], 2.4296045955210017) // Route of vehicle 2: ([0, 2, 6, 4, 5, 3, 1, 25, 0], 2.946668614377162) // Route of vehicle 3: ([0, 24, 9, 10, 14, 12, 23, 0], 2.8348231960035863);2023-08-14_12-02-45;0,667;19,0;7,6;101,0;0,667;50,0;0,0;52,3
large_RC25_K3T4;large;36,0;cutset;25,0;3,0;4,0;12,0;RC;24,0;3600,515000104904;9,0;60,0;0,8888888888888888;1,0;1,0;0,125;11,830996858139518;0,125;2107,0;273,0;91344,0;5640,0;6,0;Route of vehicle 1: ([0, 7, 6, 3, 4, 5, 1, 8, 2, 25, 0], 3.852349242524537) // Route of vehicle 2: ([0, 10, 16, 20, 17, 19, 18, 21, 0], 3.9964420894760364) // Route of vehicle 3: ([0, 23, 12, 14, 11, 13, 9, 22, 24, 0], 3.9822055261389453);2023-08-14_13-02-46;0,889;24,0;9,2;147,0;0,889;12,5;0,0;33,3
