name;type;id;formulation;N;K;T_max;C;network_type;m_solution;solve_time;status;time_limit;objective;best_bound;best_int;mip_gap;Wp;gap;n_vars;n_cons;n_nodes;n_added_cuts;n_solutions;routes;timestamp;Z_TS;m;W_TS;CPU_sec;Z_CP;opt_gap;ts_vs_cp_gap;ts_vs_gh_gap
small_R12hom_imp3_K3T3;small;32,0;mtz_opt;12,0;3,0;3,0;3,0;R;10,0;6,148000001907349;2,0;60,0;0,75;0,75;0,75;0,0;8,715460959457111;0,0;195,0;210,0;43867,0;0,0;4,0;Route of vehicle 1: ([0, 6, 2, 8, 0], 2.996658214830397) // Route of vehicle 2: ([0, 11, 7, 5, 0], 2.992402530622448) // Route of vehicle 3: ([0, 12, 3, 1, 10, 0], 2.726400214004265);2023-09-10_12-59-25;;;;;;;;
small_RC12het_altimp2_K2T3;small;33,0;mtz_opt;12,0;2,0;3,0;4,0;RC;6,0;34,44000005722046;2,0;60,0;0,5;0,5;0,5;0,0;5,716081627981884;0,0;195,0;211,0;230467,0;0,0;5,0;Route of vehicle 1: ([0, 5, 3, 0], 2.8330072985801418) // Route of vehicle 2: ([0, 7, 10, 8, 12, 0], 2.883074329401743);2023-09-10_12-59-59;;;;;;;;
small_RC12het_altimp2_K2T4;small;34,0;mtz_opt;12,0;2,0;4,0;4,0;RC;12,0;0,0150001049041748;2,0;60,0;1,0;1,0;1,0;0,0;7,095778584307854;0,0;195,0;211,0;1,0;0,0;3,0;Route of vehicle 1: ([0, 1, 4, 3, 5, 2, 0], 3.0963479069215634) // Route of vehicle 2: ([0, 12, 10, 6, 11, 8, 7, 9, 0], 3.9994306773862904);2023-09-10_12-59-59;;;;;;;;
small_RC12het_altimp2_K3T3;small;35,0;mtz_opt;12,0;3,0;3,0;4,0;RC;8,0;13,384000062942505;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,757604327776116;0,0;195,0;211,0;88463,0;0,0;6,0;Route of vehicle 1: ([0, 5, 3, 2, 0], 2.8960914834266642) // Route of vehicle 2: ([0, 8, 12, 7, 10, 0], 2.861512844349452) // Route of vehicle 3: ([0, 9, 0], 3.0);2023-09-10_13-00-12;;;;;;;;
small_RC12het_altimp2_K3T4;small;36,0;mtz_opt;12,0;3,0;4,0;4,0;RC;12,0;0,0120000839233398;2,0;60,0;1,0;1,0;1,0;0,0;10,360636248506015;0,0;195,0;211,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 4, 5, 2, 1, 3, 0], 3.545192451993297) // Route of vehicle 2: ([0, 6, 7, 12, 9, 0], 3.7387918688019663) // Route of vehicle 3: ([0, 8, 10, 11, 0], 3.0766519277107536);2023-09-10_13-00-13;;;;;;;;
small_RC12het_altimp3_K2T3;small;37,0;mtz_opt;12,0;2,0;3,0;6,0;RC;6,0;52,085999965667725;2,0;60,0;0,5;0,5;0,5;0,0;5,666925633600536;0,0;195,0;213,0;388807,0;0,0;4,0;Route of vehicle 1: ([0, 5, 4, 3, 2, 0], 2.9499193231888476) // Route of vehicle 2: ([0, 7, 12, 0], 2.717006310411688);2023-09-10_13-01-05;;;;;;;;
small_RC12het_altimp3_K2T4;small;38,0;mtz_opt;12,0;2,0;4,0;6,0;RC;12,0;0,0279998779296875;2,0;60,0;1,0;1,0;1,0;0,0;7,491031878221483;0,0;195,0;213,0;1,0;0,0;3,0;Route of vehicle 1: ([0, 3, 4, 2, 1, 5, 0], 3.6618820616544725) // Route of vehicle 2: ([0, 8, 7, 9, 11, 12, 6, 10, 0], 3.8291498165670106);2023-09-10_13-01-05;;;;;;;;
small_RC12het_altimp3_K3T3;small;39,0;mtz_opt;12,0;3,0;3,0;6,0;RC;6,0;20,55599999427796;2,0;60,0;0,5;0,5;0,5;0,0;8,17934666487042;0,0;195,0;213,0;143655,0;0,0;4,0;Route of vehicle 1: ([0, 2, 5, 0], 2.688887593360671) // Route of vehicle 2: ([0, 3, 1, 0], 2.7734527610980617) // Route of vehicle 3: ([0, 12, 7, 0], 2.717006310411688);2023-09-10_13-01-25;;;;;;;;
small_RC12het_altimp3_K3T4;small;40,0;mtz_opt;12,0;3,0;4,0;6,0;RC;12,0;0,0230000019073486;2,0;60,0;1,0;1,0;1,0;0,0;9,302894898784812;0,0;195,0;213,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 2, 1, 3, 4, 5, 0], 3.2832526565221807) // Route of vehicle 2: ([0, 7, 0], 2.6699979192667715) // Route of vehicle 3: ([0, 12, 6, 9, 11, 8, 10, 0], 3.349644322995861);2023-09-10_13-01-25;;;;;;;;
small_RC12het_altimpinc2_K2T3;small;41,0;mtz_opt;12,0;2,0;3,0;5,0;RC;7,0;23,25600004196167;2,0;60,0;0,5;0,5;0,5;0,0;5,869950028494813;0,0;195,0;212,0;138711,0;0,0;6,0;Route of vehicle 1: ([0, 1, 3, 5, 0], 2.98687569909307) // Route of vehicle 2: ([0, 7, 10, 12, 8, 0], 2.883074329401743);2023-09-10_13-01-49;;;;;;;;
small_RC12het_altimpinc2_K2T4;small;42,0;mtz_opt;12,0;2,0;4,0;5,0;RC;12,0;0,0130000114440917;2,0;60,0;1,0;1,0;1,0;0,0;7,335502383793503;0,0;195,0;212,0;1,0;0,0;3,0;Route of vehicle 1: ([0, 4, 5, 3, 1, 2, 0], 3.4267504005827933) // Route of vehicle 2: ([0, 7, 6, 9, 10, 12, 11, 8, 0], 3.9087519832107103);2023-09-10_13-01-49;;;;;;;;
small_RC12het_altimpinc2_K3T3;small;43,0;mtz_opt;12,0;3,0;3,0;5,0;RC;8,0;10,821000099182127;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,746431127171688;0,0;195,0;212,0;73237,0;0,0;5,0;Route of vehicle 1: ([0, 5, 3, 2, 0], 2.8960914834266642) // Route of vehicle 2: ([0, 8, 12, 7, 0], 2.850339643745021) // Route of vehicle 3: ([0, 10, 9, 0], 3.0);2023-09-10_13-02-00;;;;;;;;
small_RC12het_altimpinc2_K3T4;small;44,0;mtz_opt;12,0;3,0;4,0;5,0;RC;12,0;0,0139999389648437;2,0;60,0;1,0;1,0;1,0;0,0;9,640858535678548;0,0;195,0;212,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 2, 3, 1, 5, 4, 0], 3.4809546330897847) // Route of vehicle 2: ([0, 6, 0], 3.0118285328204046) // Route of vehicle 3: ([0, 10, 8, 7, 9, 11, 12, 0], 3.1480753697683572);2023-09-10_13-02-00;;;;;;;;
small_RC12het_altimpinc3_K2T3;small;45,0;mtz_opt;12,0;2,0;3,0;7,0;RC;7,0;9,118000030517578;2,0;60,0;0,5;0,5;0,4999999999999998;0,0;5,848664326887649;0,0;195,0;214,0;44650,0;0,0;4,0;Route of vehicle 1: ([0, 1, 5, 2, 0], 2.987151482538196) // Route of vehicle 2: ([0, 10, 7, 12, 8, 0], 2.861512844349452);2023-09-10_13-02-09;;;;;;;;
small_RC12het_altimpinc3_K2T4;small;46,0;mtz_opt;12,0;2,0;4,0;7,0;RC;12,0;0,0230000019073486;2,0;60,0;1,0;1,0;0,9999999999999996;0,0;6,987777172823967;0,0;195,0;214,0;1,0;0,0;6,0;Route of vehicle 1: ([0, 1, 3, 2, 4, 5, 0], 3.4041041957456124) // Route of vehicle 2: ([0, 8, 12, 10, 9, 6, 11, 7, 0], 3.583672977078354);2023-09-10_13-02-09;;;;;;;;
small_RC12het_altimpinc3_K3T3;small;47,0;mtz_opt;12,0;3,0;3,0;7,0;RC;8,0;3,8540000915527344;2,0;60,0;0,5;0,5;0,4999999999999998;0,0;8,525198799407129;0,0;195,0;214,0;22344,0;0,0;3,0;Route of vehicle 1: ([0, 4, 2, 0], 2.7885821042456485) // Route of vehicle 2: ([0, 5, 3, 1, 0], 2.98687569909307) // Route of vehicle 3: ([0, 12, 10, 7, 0], 2.7497409960684096);2023-09-10_13-02-13;;;;;;;;
small_RC12het_altimpinc3_K3T4;small;48,0;mtz_opt;12,0;3,0;4,0;7,0;RC;12,0;0,0039999485015869;2,0;60,0;1,0;1,0;0,9999999999999996;0,0;11,261504324804031;0,0;195,0;214,0;1,0;0,0;2,0;Route of vehicle 1: ([0, 3, 1, 5, 4, 0], 3.417870448243262) // Route of vehicle 2: ([0, 7, 9, 10, 6, 11, 12, 0], 3.9087519832107103) // Route of vehicle 3: ([0, 8, 2, 0], 3.93488189335006);2023-09-10_13-02-13;;;;;;;;
small_RC12hom_alt2_K2T3;small;49,0;mtz_opt;12,0;2,0;3,0;2,0;RC;7,0;23,098000049591064;2,0;60,0;0,5;0,5;0,5;0,0;5,770113810568705;0,0;195,0;209,0;109198,0;0,0;4,0;Route of vehicle 1: ([0, 1, 3, 5, 2, 0], 2.988344043020891) // Route of vehicle 2: ([0, 10, 12, 7, 0], 2.7817697675478144);2023-09-10_13-02-36;;;;;;;;
small_RC12hom_alt2_K2T4;small;50,0;mtz_opt;12,0;2,0;4,0;2,0;RC;12,0;0,0409998893737793;2,0;60,0;1,0;1,0;1,0;0,0;6,992835754448636;0,0;195,0;209,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 4, 3, 5, 1, 2, 0], 3.505063333671248) // Route of vehicle 2: ([0, 7, 6, 11, 9, 12, 8, 10, 0], 3.4877724207773886);2023-09-10_13-02-36;;;;;;;;
small_RC12hom_alt2_K3T3;small;51,0;mtz_opt;12,0;3,0;3,0;2,0;RC;8,0;18,20900011062622;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,605547375912323;0,0;195,0;209,0;102223,0;0,0;5,0;Route of vehicle 1: ([0, 3, 4, 5, 2, 0], 2.888303482270146) // Route of vehicle 2: ([0, 9, 0], 3.0) // Route of vehicle 3: ([0, 12, 7, 8, 0], 2.7172438936421757);2023-09-10_13-02-54;;;;;;;;
small_RC12hom_alt2_K3T4;small;52,0;mtz_opt;12,0;3,0;4,0;2,0;RC;12,0;0,0180001258850097;2,0;60,0;1,0;1,0;1,0;0,0;9,129683293067709;0,0;195,0;209,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 1, 3, 0], 2.7734527610980617) // Route of vehicle 2: ([0, 4, 5, 2, 0], 2.8862131771834663) // Route of vehicle 3: ([0, 12, 10, 7, 11, 6, 9, 8, 0], 3.470017354786178);2023-09-10_13-02-54;;;;;;;;
small_RC12hom_alt3_K2T3;small;53,0;mtz_opt;12,0;2,0;3,0;3,0;RC;6,0;71,9449999332428;2,0;60,0;0,5;0,5;0,5;0,0;5,736892478606605;0,0;195,0;210,0;390740,0;0,0;3,0;Route of vehicle 1: ([0, 2, 5, 1, 0], 2.987151482538196) // Route of vehicle 2: ([0, 12, 10, 7, 0], 2.7497409960684096);2023-09-10_13-04-06;;;;;;;;
small_RC12hom_alt3_K2T4;small;54,0;mtz_opt;12,0;2,0;4,0;3,0;RC;12,0;0,0570001602172851;2,0;60,0;1,0;1,0;1,0;0,0;7,021478222548385;0,0;195,0;210,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 5, 2, 3, 4, 1, 0], 3.276405799250769) // Route of vehicle 2: ([0, 7, 10, 11, 9, 6, 12, 8, 0], 3.7450724232976156);2023-09-10_13-04-06;;;;;;;;
small_RC12hom_alt3_K3T3;small;55,0;mtz_opt;12,0;3,0;3,0;3,0;RC;6,0;7,355000019073486;2,0;60,0;0,5;0,5;0,5;0,0;7,907483970753819;0,0;195,0;210,0;32314,0;0,0;4,0;Route of vehicle 1: ([0, 3, 4, 1, 0], 2.881456624998734) // Route of vehicle 2: ([0, 5, 2, 0], 2.688887593360671) // Route of vehicle 3: ([0, 12, 0], 2.337139752394414);2023-09-10_13-04-14;;;;;;;;
small_RC12hom_alt3_K3T4;small;56,0;mtz_opt;12,0;3,0;4,0;3,0;RC;12,0;0,0450000762939453;2,0;60,0;1,0;1,0;1,0;0,0;10,15702943829872;0,0;195,0;210,0;1,0;0,0;3,0;Route of vehicle 1: ([0, 5, 4, 3, 2, 1, 0], 3.3740368721885865) // Route of vehicle 2: ([0, 6, 7, 10, 8, 9, 12, 0], 3.7800310648954145) // Route of vehicle 3: ([0, 11, 0], 3.002961501214722);2023-09-10_13-04-14;;;;;;;;
small_RC12hom_imp2_K2T3;small;57,0;mtz_opt;12,0;2,0;3,0;2,0;RC;6,0;48,88800001144409;2,0;60,0;0,5;0,5;0,5;0,0;5,688313669086238;0,0;195,0;209,0;237288,0;0,0;4,0;Route of vehicle 1: ([0, 5, 4, 0], 2.8847448332556453) // Route of vehicle 2: ([0, 12, 10, 8, 7, 0], 2.8035688358305926);2023-09-10_13-05-03;;;;;;;;
small_RC12hom_imp2_K2T4;small;58,0;mtz_opt;12,0;2,0;4,0;2,0;RC;12,0;0,0369999408721923;2,0;60,0;1,0;1,0;1,0;0,0;7,158534434771392;0,0;195,0;209,0;1,0;0,0;4,0;Route of vehicle 1: ([0, 5, 3, 4, 1, 2, 0], 3.33742868066067) // Route of vehicle 2: ([0, 9, 11, 6, 8, 12, 10, 7, 0], 3.8211057541107216);2023-09-10_13-05-03;;;;;;;;
small_RC12hom_imp2_K3T3;small;59,0;mtz_opt;12,0;3,0;3,0;2,0;RC;8,0;24,58400011062622;2,0;60,0;0,6666666666666666;0,6666666666666666;0,6666666666666666;0,0;8,623302441903531;0,0;195,0;209,0;151205,0;0,0;6,0;Route of vehicle 1: ([0, 2, 5, 4, 3, 0], 2.888303482270146) // Route of vehicle 2: ([0, 7, 8, 10, 0], 2.734998959633386) // Route of vehicle 3: ([0, 9, 0], 3.0);2023-09-10_13-05-28;;;;;;;;
small_RC12hom_imp2_K3T4;small;60,0;mtz_opt;12,0;3,0;4,0;2,0;RC;12,0;0,0139999389648437;2,0;60,0;1,0;1,0;1,0;0,0;9,61069553179307;0,0;195,0;209,0;1,0;0,0;2,0;Route of vehicle 1: ([0, 4, 1, 3, 0], 3.114228045722146) // Route of vehicle 2: ([0, 5, 2, 0], 2.688887593360671) // Route of vehicle 3: ([0, 6, 11, 9, 10, 12, 8, 7, 0], 3.8075798927102547);2023-09-10_13-05-28;;;;;;;;
small_RC12hom_imp3_K2T3;small;61,0;mtz_opt;12,0;2,0;3,0;3,0;RC;6,0;74,14499998092651;2,0;60,0;0,5;0,5;0,5;0,0;5,722150442171582;0,0;195,0;210,0;392514,0;0,0;4,0;Route of vehicle 1: ([0, 1, 5, 2, 0], 2.987151482538196) // Route of vehicle 2: ([0, 10, 8, 7, 0], 2.734998959633386);2023-09-10_13-06-42;;;;;;;;
small_RC12hom_imp3_K2T4;small;62,0;mtz_opt;12,0;2,0;4,0;3,0;RC;12,0;0,0959999561309814;2,0;60,0;1,0;1,0;1,0;0,0;6,709598993542729;0,0;195,0;210,0;1,0;0,0;5,0;Route of vehicle 1: ([0, 1, 3, 4, 5, 2, 0], 3.042171882783074) // Route of vehicle 2: ([0, 8, 10, 7, 12, 11, 9, 6, 0], 3.6674271107596548);2023-09-10_13-06-42;;;;;;;;
small_RC12hom_imp3_K3T3;small;63,0;mtz_opt;12,0;3,0;3,0;3,0;RC;9,0;17,621999979019165;2,0;60,0;0,75;0,75;0,75;0,0;8,871418372422635;0,0;195,0;210,0;175129,0;0,0;4,0;Route of vehicle 1: ([0, 2, 5, 3, 1, 0], 2.9883440430208914) // Route of vehicle 2: ([0, 7, 10, 8, 12, 0], 2.883074329401743) // Route of vehicle 3: ([0, 9, 0], 3.0);2023-09-10_13-07-00;;;;;;;;
small_RC12hom_imp3_K3T4;small;64,0;mtz_opt;12,0;3,0;4,0;3,0;RC;12,0;0,004000186920166;2,0;60,0;1,0;1,0;1,0;0,0;9,7084619436878;0,0;195,0;210,0;1,0;0,0;2,0;Route of vehicle 1: ([0, 3, 5, 1, 0], 3.1312711877576667) // Route of vehicle 2: ([0, 4, 2, 0], 2.7885821042456485) // Route of vehicle 3: ([0, 8, 7, 12, 10, 11, 6, 9, 0], 3.7886086516844877);2023-09-10_13-07-00;;;;;;;;
